"","BedroomAbvGr","BldgType","BsmtCond","BsmtFinSF1","BsmtFinType1","BsmtQual","CentralAir","Electrical","Exterior1st","ExteriorQual","ExteriorCond","Fireplaces","Foundation","FullBath","GarageType","GrLivArea","HalfBath","Heating","HeatingQC","HouseStyle","KitchenQual","LotConfig","LotShape","LotArea","LotFrontage","OpenPorchSF","OverallCond","OverallQual","PavedDrive","RoofMatl","RoofStyle","SalePrice","SaleType","TotRmsAbvGrd","WoodDeckSF","YearBuilt","YrSold","Neighborhood"
"1",0.207580386696783,"1Fam","TA",0.7442807597512,"GLQ","Gd","Y","SBrkr","VinylSd","TA","Gd",-0.636295347136,"PConc",0.906781295647652,"Attchd",0.470516381496438,1.59867824423437,"GasA","Ex","2Story","Gd","Inside","Reg",-0.205075520144817,0.152513849195006,0.219065762265644,-0.52080109592604,0.877535152699213,"Y","CompShg","Gable",0.846187042424989,"WD",0.992393493038928,-0.759906671114036,1.06303894310565,0.113109099462391,"CollegeCr"
"2",0.207580386696783,"1Fam","TA",0.295531659153955,"GLQ","Gd","Y","SBrkr","VinylSd","TA","Gd",1.11509184597101,"PConc",0.906781295647652,"Attchd",0.611038123386304,1.59867824423437,"GasA","Ex","2Story","Gd","Inside","IR1",0.426118197923873,0.25058366432888,-0.0568954483919118,-0.52080109592604,0.877535152699213,"Y","CompShg","Gable",1.09508263027433,"WD",-0.24754084882544,-0.759906671114036,1.01146392981013,0.113109099462391,"CollegeCr"
"3",0.207580386696783,"1Fam","TA",-0.695795899438143,"Unf","Gd","Y","SBrkr","VinylSd","TA","Gd",1.11509184597101,"PConc",0.906781295647652,"Attchd",0.627678855978525,-0.601482903771349,"GasA","Ex","1Story","Gd","Inside","Reg",0.0861752954783068,0.479413232974586,1.64244463828883,-0.52080109592604,1.61013206696462,"Y","CompShg","notGable",1.20293738500905,"WD",0.372426322106744,0.882038846426942,1.03725143645789,0.113109099462391,"CollegeCr"
"4",0.207580386696783,"1Fam","TA",-0.695795899438143,"Unf","Ex","Y","SBrkr","VinylSd","TA","Gd",-0.636295347136,"PConc",0.906781295647652,"Attchd",-0.409593475603254,-0.601482903771349,"GasA","Ex","1Story","Gd","Corner","Reg",0.380807506019656,0.806312616754166,-0.231186739333526,-0.52080109592604,1.61013206696462,"Y","CompShg","Gable",0.371626121592239,"WD",0.372426322106744,-0.759906671114036,1.16618896969671,0.113109099462391,"CollegeCr"
"5",0.207580386696783,"1Fam","TA",-0.124660680496194,"BLQ","Gd","Y","SBrkr","VinylSd","TA","TA",-0.636295347136,"CBlock",-0.960516483537883,"Detchd",-0.956888680858525,-0.601482903771349,"GasA","TA","1Story","TA","CulDSac","IR1",-0.036005774233561,-1.97233214537227,-0.666914966687562,0.270361224661059,-0.587658675831605,"Y","CompShg","notGable",-0.452218274189091,"WD",-0.867508019757625,0.63238631159615,0.340988756968269,0.113109099462391,"CollegeCr"
"6",0.207580386696783,"1Fam","TA",-0.695795899438143,"Unf","Gd","Y","SBrkr","VinylSd","TA","Gd",-0.636295347136,"PConc",0.906781295647652,"Attchd",0.489006084376683,1.59867824423437,"GasA","Ex","2Story","Gd","Corner","IR1",0.515161597437134,0.937072370265998,0.349784230471855,-0.52080109592604,0.877535152699213,"Y","CompShg","Gable",0.647070572145513,"WD",0.372426322106744,-0.759906671114036,1.08882644975342,-1.45910738306451,"CollegeCr"
"7",-1.10395023834198,"1Fam","TA",0.593337880459399,"ALQ","TA","Y","SBrkr","OtherSd","TA","TA",-0.636295347136,"CBlock",-0.960516483537883,"Detchd",-1.24902598636641,-0.601482903771349,"GasA","Ex","1Story","TA","Inside","Reg",-0.486858429996911,-0.0109358426947845,-0.666914966687562,1.06152354524816,-0.587658675831605,"Y","CompShg","Gable",-0.540991033855357,"WD",-1.48747519068981,1.12208936068732,0.263626237024978,0.113109099462391,"CollegeCr"
"8",0.207580386696783,"1Fam","TA",0.811593124840787,"GLQ","Gd","Y","SBrkr","VinylSd","TA","TA",-0.636295347136,"PConc",0.906781295647652,"Attchd",1.0695827548164,1.59867824423437,"GasA","Ex","2Story","Gd","Inside","Reg",0.00344383314573209,-1.97233214537227,-0.144041093862719,-0.52080109592604,0.877535152699213,"Y","CompShg","Gable",1.02871047351451,"WD",0.992393493038928,4.77085717744505,0.908313903219071,0.89921734072584,"CollegeCr"
"9",0.207580386696783,"1Fam","TA",1.37048973194827,"GLQ","Gd","Y","SBrkr","VinylSd","TA","Gd",-0.636295347136,"PConc",0.906781295647652,"Attchd",0.0434042449627637,-0.601482903771349,"GasA","Ex","1Story","Gd","Inside","IR1",0.294243796113093,0.381343417840712,-0.245711013578661,-0.52080109592604,0.877535152699213,"Y","CompShg","Gable",1.13656522824922,"WD",0.372426322106744,0.622784291025735,1.06303894310565,-0.672999141801058,"CollegeCr"
"10",0.207580386696783,"1Fam","TA",0.50358806033995,"GLQ","Gd","Y","SBrkr","VinylSd","TA","TA",-0.636295347136,"PConc",-0.960516483537883,"NA",-0.860742225881247,-0.601482903771349,"GasA","Ex","1Story","TA","Inside","Reg",-0.290737524739854,-0.0109358426947845,-0.666914966687562,-0.52080109592604,-1.32025559009701,"Y","CompShg","Gable",-0.562561984802301,"WD",-0.867508019757625,-0.759906671114036,0.83095138327578,-0.672999141801058,"CollegeCr"
"11",0.207580386696783,"1Fam","TA",0.625974178684654,"GLQ","Gd","Y","SBrkr","VinylSd","Gd","TA",-0.636295347136,"PConc",0.906781295647652,"Attchd",0.611038123386304,1.59867824423437,"GasA","Ex","2Story","Gd","Inside","IR1",-0.00512236731377156,0.283273602706838,1.68601746102423,-0.52080109592604,0.144938238433804,"Y","CompShg","Gable",0.783963145462652,"WD",0.372426322106744,-0.759906671114036,0.908313903219071,-0.672999141801058,"CollegeCr"
"12",0.207580386696783,"1Fam","TA",-0.695795899438143,"Unf","Gd","Y","SBrkr","VinylSd","TA","TA",-0.636295347136,"PConc",0.906781295647652,"Attchd",-0.424385237907451,-0.601482903771349,"GasA","Ex","1Story","Gd","Corner","IR1",0.234956671880212,1.10052206215579,-0.144041093862719,-0.52080109592604,0.877535152699213,"Y","CompShg","Gable",0.686893866201408,"WD",-0.24754084882544,-0.759906671114036,1.21776398299224,1.68532558198929,"CollegeCr"
