"","BedroomAbvGr","BldgType1Fam","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BsmtCondNA","BsmtCondTA","BsmtFinSF1","BsmtFinType1ALQ","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1NA","BsmtFinType1Unf","BsmtQualEx","BsmtQualFa","BsmtQualGd","BsmtQualNA","BsmtQualTA","CentralAirN","CentralAirY","ElectricalFuse","ElectricalSBrkr","Exterior1stMetalSd","Exterior1stOtherSd","Exterior1stVinylSd","ExteriorQualGd","ExteriorQualTA","ExteriorCondGd","ExteriorCondTA","Fireplaces","FoundationBrkTil","FoundationCBlock","FoundationPConc","FullBath","GarageTypeAttchd","GarageTypeDetchd","GarageTypeNA","GrLivArea","HalfBath","HeatingGasA","HeatingGasW","HeatingGrav","HeatingOthW","HeatingWall","HeatingQCEx","HeatingQCFa","HeatingQCGd","HeatingQCTA","HouseStyle1.5Story","HouseStyle1Story","HouseStyle2.5Story","HouseStyle2Story","KitchenQualEx","KitchenQualFa","KitchenQualGd","KitchenQualTA","LotConfigCorner","LotConfigCulDSac","LotConfigFR2","LotConfigInside","LotShapeIR1","LotShapeIR2","LotShapeIR3","LotShapeReg","LotArea","LotFrontage","OpenPorchSF","OverallCond","OverallQual","PavedDriveN","PavedDriveP","PavedDriveY","RoofMatlCompShg","RoofMatlnotCompShg","RoofStyleGable","RoofStylenotGable","SaleTypenotWD","SaleTypeWD","TotRmsAbvGrd","WoodDeckSF","YearBuilt","YrSold","NeighborhoodCollegeCr","NeighborhoodEdwards","NeighborhoodOldTown","SalePrice"
"1",0.207580386696783,1,0,0,0,0,1,0.7442807597512,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,-0.636295347136,0,0,1,0.906781295647652,1,0,0,0.470516381496438,1.59867824423437,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.205075520144817,0.152513849195006,0.219065762265644,-0.52080109592604,0.877535152699213,0,0,1,1,0,1,0,0,1,0.992393493038928,-0.759906671114036,1.06303894310565,0.113109099462391,1,0,0,0.846187042424989
"2",0.207580386696783,1,0,0,0,0,1,0.295531659153955,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1.11509184597101,0,0,1,0.906781295647652,1,0,0,0.611038123386304,1.59867824423437,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.426118197923873,0.25058366432888,-0.0568954483919118,-0.52080109592604,0.877535152699213,0,0,1,1,0,1,0,0,1,-0.24754084882544,-0.759906671114036,1.01146392981013,0.113109099462391,1,0,0,1.09508263027433
"3",0.207580386696783,1,0,0,0,0,1,-0.695795899438143,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1.11509184597101,0,0,1,0.906781295647652,1,0,0,0.627678855978525,-0.601482903771349,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.0861752954783068,0.479413232974586,1.64244463828883,-0.52080109592604,1.61013206696462,0,0,1,1,0,0,1,0,1,0.372426322106744,0.882038846426942,1.03725143645789,0.113109099462391,1,0,0,1.20293738500905
"4",0.207580386696783,1,0,0,0,0,1,-0.695795899438143,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,-0.636295347136,0,0,1,0.906781295647652,1,0,0,-0.409593475603254,-0.601482903771349,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.380807506019656,0.806312616754166,-0.231186739333526,-0.52080109592604,1.61013206696462,0,0,1,1,0,1,0,0,1,0.372426322106744,-0.759906671114036,1.16618896969671,0.113109099462391,1,0,0,0.371626121592239
"5",0.207580386696783,1,0,0,0,0,1,-0.124660680496194,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.636295347136,0,1,0,-0.960516483537883,0,1,0,-0.956888680858525,-0.601482903771349,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.036005774233561,-1.97233214537227,-0.666914966687562,0.270361224661059,-0.587658675831605,0,0,1,1,0,0,1,0,1,-0.867508019757625,0.63238631159615,0.340988756968269,0.113109099462391,1,0,0,-0.452218274189091
"6",0.207580386696783,1,0,0,0,0,1,-0.695795899438143,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,-0.636295347136,0,0,1,0.906781295647652,1,0,0,0.489006084376683,1.59867824423437,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.515161597437134,0.937072370265998,0.349784230471855,-0.52080109592604,0.877535152699213,0,0,1,1,0,1,0,0,1,0.372426322106744,-0.759906671114036,1.08882644975342,-1.45910738306451,1,0,0,0.647070572145513
"7",-1.10395023834198,1,0,0,0,0,1,0.593337880459399,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,-0.636295347136,0,1,0,-0.960516483537883,0,1,0,-1.24902598636641,-0.601482903771349,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.486858429996911,-0.0109358426947845,-0.666914966687562,1.06152354524816,-0.587658675831605,0,0,1,1,0,1,0,0,1,-1.48747519068981,1.12208936068732,0.263626237024978,0.113109099462391,1,0,0,-0.540991033855357
"8",0.207580386696783,1,0,0,0,0,1,0.811593124840787,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.636295347136,0,0,1,0.906781295647652,1,0,0,1.0695827548164,1.59867824423437,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.00344383314573209,-1.97233214537227,-0.144041093862719,-0.52080109592604,0.877535152699213,0,0,1,1,0,1,0,0,1,0.992393493038928,4.77085717744505,0.908313903219071,0.89921734072584,1,0,0,1.02871047351451
"9",0.207580386696783,1,0,0,0,0,1,1.37048973194827,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,-0.636295347136,0,0,1,0.906781295647652,1,0,0,0.0434042449627637,-0.601482903771349,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.294243796113093,0.381343417840712,-0.245711013578661,-0.52080109592604,0.877535152699213,0,0,1,1,0,1,0,0,1,0.372426322106744,0.622784291025735,1.06303894310565,-0.672999141801058,1,0,0,1.13656522824922
"10",0.207580386696783,1,0,0,0,0,1,0.50358806033995,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.636295347136,0,0,1,-0.960516483537883,0,0,1,-0.860742225881247,-0.601482903771349,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.290737524739854,-0.0109358426947845,-0.666914966687562,-0.52080109592604,-1.32025559009701,0,0,1,1,0,1,0,0,1,-0.867508019757625,-0.759906671114036,0.83095138327578,-0.672999141801058,1,0,0,-0.562561984802301
